PNR,baggage_id,first_name,last_name,org_airport,dest_airport,flt_code,flt_seq_num,dep_date
S1TTWG,7837739146,Darrell,Carter,IAD,SNA,UA0351,1,2/24/23
S1TTWG,7837739146,Darrell,Carter,SNA,SMF,UA0899,2,2/21/23
LJSV95,7961327537,Joy,Wright,HSV,ILM,UA0124,1,2/24/23
LJSV95,7961327537,Joy,Wright,ILM,MCO,UA0099,2,2/21/23
GDQQ7F,600650289,Andrew,Scott,SAT,PDX,UA0983,1,2/24/23
GDQQ7F,600650289,Andrew,Scott,PDX,OAK,UA0498,2,2/21/23
CSCUDH,1537435186,Kathryn,Moore,OMA,ACT,UA0056,1,2/23/23
CSCUDH,1537435186,Kathryn,Moore,ACT,DFW,UA0210,2,2/21/23
9NWHH4,7126773302,Gregory,Hanna,ABQ,ALB,UA0105,1,2/22/23
9NWHH4,7126773302,Gregory,Hanna,ALB,OMA,UA0307,2,2/21/23
36TCO8,4929842429,Shelly,Harris,PSP,SFO,UA0491,1,2/24/23
36TCO8,4929842429,Shelly,Harris,SFO,RNO,UA0887,2,2/21/23
54CS6V,196183043,Elizabeth,Collins,MDT,DCA,UA0482,1,2/22/23
54CS6V,196183043,Elizabeth,Collins,DCA,ATL,UA0582,2,2/21/23
KW8WKX,9466335557,Christina,Santiago,SDF,GRB,UA0488,1,2/22/23
KW8WKX,9466335557,Christina,Santiago,GRB,SAN,UA0045,2,2/21/23
SHRMVO,7476046412,Shelby,Jackson,SAT,SNA,UA0065,1,2/24/23
SHRMVO,7476046412,Shelby,Jackson,SNA,RSW,UA0711,2,2/21/23
QT6YW6,3536639778,Mary,Davenport,CLE,OMA,UA0423,1,2/22/23
QT6YW6,3536639778,Mary,Davenport,OMA,GRB,UA0885,2,2/21/23
BBRZKY,1504702411,Raymond,Gould,MYR,ROC,UA0625,1,2/21/23
BBRZKY,1504702411,Raymond,Gould,ROC,RIC,UA0408,2,2/21/23
JFII1H,8597393954,Ashley,Baker,MFE,ABQ,UA0894,1,2/24/23
JFII1H,8597393954,Ashley,Baker,ABQ,SAV,UA0828,2,2/21/23
VDRIWK,3880664066,Robert,Mejia,TLH,PIT,UA0749,1,2/23/23
VDRIWK,3880664066,Robert,Mejia,PIT,RIC,UA0340,2,2/21/23
Z204N1,7388090762,Lisa,Williams,MEM,SLC,UA0778,1,2/23/23
Z204N1,7388090762,Lisa,Williams,SLC,BTV,UA0559,2,2/21/23
DPSHAV,7295230344,Amy,Moore,RIC,FNT,UA0099,1,2/24/23
DPSHAV,7295230344,Amy,Moore,FNT,RNO,UA0489,2,2/21/23
DGLKPU,2573134132,Thomas,Duran,HNL,MKE,UA0640,1,2/21/23
DGLKPU,2573134132,Thomas,Duran,MKE,BOS,UA0782,2,2/21/23
GKB5KV,3644446367,James,Phillips,RSW,GPT,UA0332,1,2/22/23
GKB5KV,3644446367,James,Phillips,GPT,TPA,UA0207,2,2/21/23
G6WSU6,234799982,Anthony,Colon,BTV,LAX,UA0791,1,2/21/23
G6WSU6,234799982,Anthony,Colon,LAX,BTV,UA0043,2,2/21/23
2OKVEJ,8372949867,Mark,Smith,CMH,RIC,UA0622,1,2/22/23
2OKVEJ,8372949867,Mark,Smith,RIC,SMF,UA0274,2,2/21/23
G4HTXY,1936604024,Mary,May,MKE,GSP,UA0120,1,2/22/23
G4HTXY,1936604024,Mary,May,GSP,PDX,UA0232,2,2/21/23
02QIKG,4539873671,Kimberly,Nixon,CLT,SLC,UA0160,1,2/21/23
02QIKG,4539873671,Kimberly,Nixon,SLC,GRR,UA0799,2,2/21/23
KUA4OQ,3463381553,Mark,Vega,RSW,BZN,UA0682,1,2/22/23
KUA4OQ,3463381553,Mark,Vega,BZN,RNO,UA0631,2,2/21/23
F4UVK1,3302580759,Joel,Armstrong,BLI,ABQ,UA0544,1,2/24/23
F4UVK1,3302580759,Joel,Armstrong,ABQ,OMA,UA0839,2,2/21/23
MVU78Q,8954560603,Tonya,Gonzalez,IND,SFO,UA0946,1,2/22/23
MVU78Q,8954560603,Tonya,Gonzalez,SFO,CAE,UA0561,2,2/21/23
2LXTWB,3368435514,Michael,Sanchez,MEM,SMF,UA0716,1,2/23/23
2LXTWB,3368435514,Michael,Sanchez,SMF,SAT,UA0298,2,2/21/23
0E1OFY,8464819640,Anthony,Randolph,CAE,BZN,UA0141,1,2/21/23
0E1OFY,8464819640,Anthony,Randolph,BZN,ECP,UA0207,2,2/21/23
3RDYKS,6528182203,Robert,Adams,BMI,ABQ,UA0127,1,2/25/23
3RDYKS,6528182203,Robert,Adams,ABQ,SLC,UA0097,2,2/21/23
MDT33R,7557635839,Janet,Johnson,CAE,OKC,UA0000,1,2/24/23
MDT33R,7557635839,Janet,Johnson,OKC,ORF,UA0457,2,2/21/23
X8P0NA,1961652585,Gail,Yu,BLI,AVL,UA0029,1,2/22/23
X8P0NA,1961652585,Gail,Yu,AVL,FLL,UA0260,2,2/21/23
F2DQ8K,1627018820,Jeanette,Austin,MCI,MCO,UA0254,1,2/23/23
F2DQ8K,1627018820,Jeanette,Austin,MCO,ECP,UA0082,2,2/21/23
XCXHZ1,9143458830,Stephanie,Gonzalez,SAT,SDF,UA0557,1,2/23/23
XCXHZ1,9143458830,Stephanie,Gonzalez,SDF,GRB,UA0528,2,2/21/23
92G68F,9190266499,Katie,Miranda,IAD,BLI,UA0819,1,2/23/23
92G68F,9190266499,Katie,Miranda,BLI,BZN,UA0110,2,2/21/23
BZT369,1758665504,Bobby,Cline,DEN,MSP,UA0586,1,2/24/23
BZT369,1758665504,Bobby,Cline,MSP,EVV,UA0614,2,2/21/23
Z0U01C,9829750372,Brooke,Mercer,GPT,DCA,UA0366,1,2/22/23
Z0U01C,9829750372,Brooke,Mercer,DCA,CLE,UA0840,2,2/21/23
XNUWZH,5769454955,Nichole,Taylor,BWI,HRL,UA0852,1,2/22/23
XNUWZH,5769454955,Nichole,Taylor,HRL,GSP,UA0883,2,2/21/23
KUKCOB,1308430220,James,Schneider,SMF,ATL,UA0216,1,2/22/23
KUKCOB,1308430220,James,Schneider,ATL,MCI,UA0975,2,2/21/23
0KOC6L,4778708591,Derek,Swanson,ECP,BHM,UA0773,1,2/24/23
0KOC6L,4778708591,Derek,Swanson,BHM,BWI,UA0748,2,2/21/23
9IDQAC,90449172,Tammy,Wright,JAC,YUM,UA0684,1,2/25/23
9IDQAC,90449172,Tammy,Wright,YUM,FNT,UA0767,2,2/21/23
EJ1XJX,8103763625,Brenda,Hays,SAN,ALB,UA0916,1,2/24/23
EJ1XJX,8103763625,Brenda,Hays,ALB,BOS,UA0752,2,2/21/23
FKM32X,5711976312,David,Elliott,SEA,DAL,UA0131,1,2/22/23
FKM32X,5711976312,David,Elliott,DAL,ACT,UA0836,2,2/21/23
OOGIVE,5445537861,Andre,White,CLE,PHL,UA0032,1,2/25/23
OOGIVE,5445537861,Andre,White,PHL,OAK,UA0864,2,2/21/23
A98QVC,7234965838,Jacob,Suarez,BTV,CMH,UA0905,1,2/24/23
A98QVC,7234965838,Jacob,Suarez,CMH,PSP,UA0090,2,2/21/23
R9SGKZ,6389559399,Carolyn,Gonzales,CMH,GRR,UA0744,1,2/23/23
R9SGKZ,6389559399,Carolyn,Gonzales,GRR,FWA,UA0118,2,2/21/23
QQAOAN,1228402559,Nathaniel,Odonnell,AVL,MSY,UA0306,1,2/25/23
QQAOAN,1228402559,Nathaniel,Odonnell,MSY,DTW,UA0327,2,2/21/23
QE6VWQ,9124185827,Haley,Mcintyre,ATL,SAV,UA0537,1,2/21/23
QE6VWQ,9124185827,Haley,Mcintyre,SAV,SJC,UA0025,2,2/21/23
6H7KDO,6652869033,Melissa,Blankenship,LGB,ONT,UA0108,1,2/25/23
6H7KDO,6652869033,Melissa,Blankenship,ONT,SJC,UA0301,2,2/21/23
OX7Y9G,387934054,Scott,Price,PIT,MDT,UA0247,1,2/21/23
OX7Y9G,387934054,Scott,Price,MDT,SLC,UA0548,2,2/21/23
GHVNO7,8472239649,Steven,Medina,LAX,SAV,UA0083,1,2/21/23
GHVNO7,8472239649,Steven,Medina,SAV,BMI,UA0401,2,2/21/23
7CSGFX,1840190118,Betty,Walton,MLI,RNO,UA0314,1,2/22/23
7CSGFX,1840190118,Betty,Walton,RNO,STL,UA0342,2,2/21/23
2MD9ET,4990438400,Yvonne,Woods,GRB,PIT,UA0010,1,2/24/23
2MD9ET,4990438400,Yvonne,Woods,PIT,FAR,UA0877,2,2/21/23
37OKHF,5835392699,Steven,Larson,RIC,ORD,UA0357,1,2/21/23
37OKHF,5835392699,Steven,Larson,ORD,JAN,UA0045,2,2/21/23
16DTEB,9372387302,Martha,Archer,SAV,BZN,UA0878,1,2/24/23
16DTEB,9372387302,Martha,Archer,BZN,AVL,UA0553,2,2/21/23
M1HCZT,962493637,Carlos,Estes,GSP,CLT,UA0457,1,2/22/23
M1HCZT,962493637,Carlos,Estes,CLT,MEM,UA0621,2,2/21/23
N58UNM,8368449599,Carolyn,Taylor,CMH,MIA,UA0387,1,2/24/23
N58UNM,8368449599,Carolyn,Taylor,MIA,MDT,UA0621,2,2/21/23
V61GCF,3397909327,Michael,Sutton,MFE,FNT,UA0531,1,2/25/23
V61GCF,3397909327,Michael,Sutton,FNT,RSW,UA0256,2,2/21/23
2OUDN1,8957855719,Travis,Leblanc,PIT,BOS,UA0477,1,2/22/23
2OUDN1,8957855719,Travis,Leblanc,BOS,ORD,UA0352,2,2/21/23
UENS1V,7330744435,Leslie,Miller,EVV,CLE,UA0783,1,2/21/23
UENS1V,7330744435,Leslie,Miller,CLE,SDF,UA0086,2,2/21/23
HWB5JU,6220847299,Daniel,Powers,ONT,IAD,UA0474,1,2/22/23
HWB5JU,6220847299,Daniel,Powers,IAD,ALB,UA0606,2,2/21/23
K5TSW6,9711676058,Maria,Murphy,DEN,ATL,UA0335,1,2/23/23
K5TSW6,9711676058,Maria,Murphy,ATL,ORF,UA0295,2,2/21/23
OPWXIN,8817102183,Justin,Stewart,MFE,DTW,UA0534,1,2/23/23
OPWXIN,8817102183,Justin,Stewart,DTW,MFE,UA0822,2,2/21/23
RXZCYW,9757417543,Edgar,Rush,DTW,GSP,UA0356,1,2/23/23
RXZCYW,9757417543,Edgar,Rush,GSP,AUS,UA0405,2,2/21/23
C47VZY,489049065,Christopher,Schmitt,PHL,MFE,UA0056,1,2/22/23
C47VZY,489049065,Christopher,Schmitt,MFE,BWI,UA0472,2,2/21/23
3VV0I2,895689237,Sarah,Hill,MCI,GSP,UA0672,1,2/23/23
3VV0I2,895689237,Sarah,Hill,GSP,MFE,UA0742,2,2/21/23
EUKLJF,6032135044,Wendy,Oliver,HSV,LAS,UA0363,1,2/22/23
EUKLJF,6032135044,Wendy,Oliver,LAS,MKE,UA0288,2,2/21/23
G0VT2L,6298056829,Brenda,Matthews,EVV,DSM,UA0158,1,2/24/23
G0VT2L,6298056829,Brenda,Matthews,DSM,TPA,UA0028,2,2/21/23
DO5YBE,8909807577,Tasha,Bennett,PSP,MLI,UA0217,1,2/24/23
DO5YBE,8909807577,Tasha,Bennett,MLI,PIT,UA0199,2,2/21/23
AAA4B2,814690705,Matthew,Gonzalez,JFK,SLC,UA0181,1,2/24/23
AAA4B2,814690705,Matthew,Gonzalez,SLC,MLI,UA0142,2,2/21/23
L1VOLW,5480359584,Antonio,Jones,JAN,SJC,UA0448,1,2/25/23
L1VOLW,5480359584,Antonio,Jones,SJC,MCI,UA0230,2,2/21/23
TZOI84,5360601922,Jonathan,James,MSP,ILM,UA0772,1,2/21/23
TZOI84,5360601922,Jonathan,James,ILM,ORD,UA0254,2,2/21/23
OH890S,9534128314,Richard,Rodriguez,BNA,ABQ,UA0122,1,2/21/23
OH890S,9534128314,Richard,Rodriguez,ABQ,AGS,UA0181,2,2/21/23
Y5APV9,8228081339,Jennifer,Williams,BHM,LGB,UA0611,1,2/23/23
Y5APV9,8228081339,Jennifer,Williams,LGB,RNO,UA0772,2,2/21/23
HVYKUY,5197346688,Tammy,Perez,OMA,MLI,UA0361,1,2/23/23
HVYKUY,5197346688,Tammy,Perez,MLI,MEM,UA0504,2,2/21/23
VE2T3Q,7558356386,Melissa,Willis,SLC,PDX,UA0330,1,2/21/23
VE2T3Q,7558356386,Melissa,Willis,PDX,FAR,UA0335,2,2/21/23
0HMKIY,1173639355,Brianna,Stephens,RSW,TUL,UA0556,1,2/24/23
0HMKIY,1173639355,Brianna,Stephens,TUL,DCA,UA0512,2,2/21/23
K1DQQC,3451174114,George,Gonzalez,MLI,PSP,UA0342,1,2/23/23
K1DQQC,3451174114,George,Gonzalez,PSP,DTW,UA0750,2,2/21/23
7Z49PW,3537220981,Susan,Hardin,JAC,GRR,UA0950,1,2/23/23
7Z49PW,3537220981,Susan,Hardin,GRR,RDU,UA0900,2,2/21/23
G26KLA,7401382598,Timothy,Wright,GPT,PSP,UA0835,1,2/23/23
G26KLA,7401382598,Timothy,Wright,PSP,AUS,UA0706,2,2/21/23
7O27B9,7393049454,John,White,BMI,JAX,UA0167,1,2/25/23
7O27B9,7393049454,John,White,JAX,MEM,UA0015,2,2/21/23
I87CMH,1576996856,Christopher,Washington,ABQ,OKC,UA0409,1,2/24/23
I87CMH,1576996856,Christopher,Washington,OKC,CAE,UA0754,2,2/21/23
7BHG0D,7684394030,Randall,Ramirez,FLL,MKE,UA0091,1,2/23/23
7BHG0D,7684394030,Randall,Ramirez,MKE,MSP,UA0130,2,2/21/23
RGAWYT,7548110927,Jacob,Adams,MCO,ACT,UA0848,1,2/21/23
RGAWYT,7548110927,Jacob,Adams,ACT,MCI,UA0340,2,2/21/23
TQ1DHZ,9727767274,Steven,Henson,MSP,MSY,UA0395,1,2/21/23
TQ1DHZ,9727767274,Steven,Henson,MSY,TUL,UA0667,2,2/21/23
YMJOJD,1413681633,Michael,Wong,GRR,ABQ,UA0723,1,2/21/23
YMJOJD,1413681633,Michael,Wong,ABQ,BUF,UA0147,2,2/21/23
K7P0NY,53382557,Dawn,Martinez,BLI,SDF,UA0847,1,2/22/23
K7P0NY,53382557,Dawn,Martinez,SDF,JAN,UA0538,2,2/21/23
1NLB20,4450856251,Zachary,Leonard,PIT,ORD,UA0397,1,2/24/23
1NLB20,4450856251,Zachary,Leonard,ORD,SLC,UA0845,2,2/21/23
NOYKRN,9763996735,Jason,Taylor,RSW,DFW,UA0796,1,2/24/23
NOYKRN,9763996735,Jason,Taylor,DFW,SAT,UA0615,2,2/21/23
7UME5F,6833820204,Zoe,Dixon,ECP,MEM,UA0980,1,2/23/23
7UME5F,6833820204,Zoe,Dixon,MEM,CLT,UA0548,2,2/21/23
C3RN14,503773509,Kyle,Baker,DAL,EWR,UA0717,1,2/21/23
C3RN14,503773509,Kyle,Baker,EWR,MCO,UA0760,2,2/21/23
ETZK7W,7439766797,Alexandra,Black,ROC,JAN,UA0830,1,2/21/23
ETZK7W,7439766797,Alexandra,Black,JAN,MCI,UA0821,2,2/21/23
3MASJW,5179696745,Ashley,Pham,MYR,FNT,UA0972,1,2/21/23
3MASJW,5179696745,Ashley,Pham,FNT,GRR,UA0351,2,2/21/23
BMRJTZ,9894990105,Amber,Hamilton,DEN,BOS,UA0487,1,2/22/23
BMRJTZ,9894990105,Amber,Hamilton,BOS,CWA,UA0198,2,2/21/23
89317,8261120321,Cindy,Jones,FAR,MSY,UA0595,1,2/22/23
89317,8261120321,Cindy,Jones,MSY,GSP,UA0895,2,2/21/23
F401DG,9605602627,Mary,Cabrera,MLI,LGA,UA0632,1,2/21/23
F401DG,9605602627,Mary,Cabrera,LGA,MSP,UA0082,2,2/21/23
RTZ1IU,4958091538,Russell,Hansen,MCO,LAX,UA0148,1,2/21/23
RTZ1IU,4958091538,Russell,Hansen,LAX,AVL,UA0359,2,2/21/23
F5CBXQ,9250118426,Joshua,Lindsey,YUM,SAT,UA0378,1,2/23/23
F5CBXQ,9250118426,Joshua,Lindsey,SAT,AGS,UA0836,2,2/21/23
ODCMRK,6949085774,Dustin,Atkinson,IND,AVL,UA0595,1,2/25/23
ODCMRK,6949085774,Dustin,Atkinson,AVL,MLI,UA0244,2,2/21/23
TV498U,3102264087,Robert,Fuentes,ECP,CWA,UA0176,1,2/22/23
TV498U,3102264087,Robert,Fuentes,CWA,MHT,UA0134,2,2/21/23
TRAD6V,8655897814,Andrea,Gonzalez,CLT,PBI,UA0163,1,2/22/23
TRAD6V,8655897814,Andrea,Gonzalez,PBI,BOS,UA0828,2,2/21/23
MS9BNL,5311613183,Erin,Ellis,CLT,TUL,UA0669,1,2/23/23
MS9BNL,5311613183,Erin,Ellis,TUL,ONT,UA0437,2,2/21/23
7MZ0K6,5693636539,Tracey,Nelson,SAT,ORF,UA0134,1,2/24/23
7MZ0K6,5693636539,Tracey,Nelson,ORF,SNA,UA0807,2,2/21/23
1DRPBE,8458032187,Matthew,Cooper,EWR,DFW,UA0489,1,2/24/23
1DRPBE,8458032187,Matthew,Cooper,DFW,MYR,UA0368,2,2/21/23
K7ILOS,7323806083,Deborah,Jackson,LAS,LAX,UA0300,1,2/21/23
K7ILOS,7323806083,Deborah,Jackson,LAX,DCA,UA0110,2,2/21/23
JCLMJ4,187689468,Xavier,King,FAR,MLI,UA0117,1,2/25/23
JCLMJ4,187689468,Xavier,King,MLI,GRB,UA0600,2,2/21/23
2IEBUJ,7550522326,Tiffany,Adams,CWA,STL,UA0394,1,2/21/23
2IEBUJ,7550522326,Tiffany,Adams,STL,JAX,UA0064,2,2/21/23
RMSBL0,5363605535,Sarah,Harrison,ALB,PIT,UA0831,1,2/23/23
RMSBL0,5363605535,Sarah,Harrison,PIT,MDT,UA0377,2,2/21/23
2GTDW4,2663674690,Ashley,Garrison,BWI,BUF,UA0251,1,2/21/23
2GTDW4,2663674690,Ashley,Garrison,BUF,BOS,UA0958,2,2/21/23
RFTZ8F,7153644406,Tamara,King,SBN,ROC,UA0495,1,2/24/23
RFTZ8F,7153644406,Tamara,King,ROC,SDF,UA0456,2,2/21/23
IMDH48,4948113303,Chris,Anderson,AGS,MLI,UA0655,1,2/23/23
IMDH48,4948113303,Chris,Anderson,MLI,JAC,UA0205,2,2/21/23
2O2UD2,4447332072,Travis,Mccarthy,ATL,GSP,UA0752,1,2/23/23
2O2UD2,4447332072,Travis,Mccarthy,GSP,PIT,UA0099,2,2/21/23
YDU75T,2102462999,Erin,Brown,OKC,MFE,UA0337,1,2/24/23
YDU75T,2102462999,Erin,Brown,MFE,DAL,UA0700,2,2/21/23
AUP083,4230398479,Brian,Gordon,BZN,ACT,UA0942,1,2/23/23
AUP083,4230398479,Brian,Gordon,ACT,AUS,UA0732,2,2/21/23
SEY6HZ,6428399616,Breanna,Shah,HRL,GPT,UA0199,1,2/24/23
SEY6HZ,6428399616,Breanna,Shah,GPT,PIT,UA0407,2,2/21/23
FY2AQJ,9757152457,James,Nelson,HNL,CAE,UA0819,1,2/24/23
FY2AQJ,9757152457,James,Nelson,CAE,BTV,UA0709,2,2/21/23
KBMRX3,2192706785,Lauren,Lee,SAT,DEN,UA0163,1,2/22/23
KBMRX3,2192706785,Lauren,Lee,DEN,FWA,UA0046,2,2/21/23
V1PYIJ,7829332769,Cindy,Brooks,MHT,CLE,UA0478,1,2/24/23
V1PYIJ,7829332769,Cindy,Brooks,CLE,MCO,UA0695,2,2/21/23
22JE6Z,6423519005,John,Stafford,CLT,OAK,UA0762,1,2/24/23
22JE6Z,6423519005,John,Stafford,OAK,BTV,UA0178,2,2/21/23
ZK4ATW,4875320902,Tristan,Herrera,GRR,AUS,UA0692,1,2/23/23
ZK4ATW,4875320902,Tristan,Herrera,AUS,MHT,UA0294,2,2/21/23
3K77FH,3563485635,Bill,Arnold,TLH,SFO,UA0156,1,2/24/23
3K77FH,3563485635,Bill,Arnold,SFO,HNL,UA0894,2,2/21/23
N7EFHK,5055701747,Christopher,Snow,ECP,ILM,UA0320,1,2/23/23
N7EFHK,5055701747,Christopher,Snow,ILM,GSP,UA0942,2,2/21/23
JGV36R,593975503,Samuel,Davis,SLC,BOS,UA0777,1,2/23/23
JGV36R,593975503,Samuel,Davis,BOS,BLI,UA0980,2,2/21/23
FZ12HQ,8595536928,Michael,Morgan,CLE,SAV,UA0725,1,2/22/23
FZ12HQ,8595536928,Michael,Morgan,SAV,LAS,UA0579,2,2/21/23
5A1MMR,4473671146,Jeffrey,Walton,PIT,CWA,UA0454,1,2/21/23
5A1MMR,4473671146,Jeffrey,Walton,CWA,MSY,UA0907,2,2/21/23
8AW73U,4077229256,Cory,Harris,BWI,TPA,UA0021,1,2/23/23
8AW73U,4077229256,Cory,Harris,TPA,ORD,UA0911,2,2/21/23
5ZQ6JM,4281758941,Christian,Harris,AGS,PDX,UA0831,1,2/25/23
5ZQ6JM,4281758941,Christian,Harris,PDX,EVV,UA0300,2,2/21/23
OKI2JM,993281753,Amy,Camacho,SAV,OAK,UA0371,1,2/23/23
OKI2JM,993281753,Amy,Camacho,OAK,MLI,UA0677,2,2/21/23
NSCAWZ,9084397688,Michael,Strickland,ELP,PSP,UA0983,1,2/22/23
NSCAWZ,9084397688,Michael,Strickland,PSP,LGA,UA0329,2,2/21/23
147SBG,6205119411,John,Smith,FLL,TPA,UA0821,1,2/24/23
147SBG,6205119411,John,Smith,TPA,JAN,UA0138,2,2/21/23
DL4LK2,7273403878,Wendy,Beard,TLH,ECP,UA0177,1,2/23/23
DL4LK2,7273403878,Wendy,Beard,ECP,BLI,UA0654,2,2/21/23
LGS4LZ,2105661734,Robert,Bridges,SEA,ROC,UA0521,1,2/22/23
LGS4LZ,2105661734,Robert,Bridges,ROC,MSY,UA0356,2,2/21/23
CTD6B5,9463144715,Alejandra,Gonzalez,ACT,BMI,UA0547,1,2/22/23
CTD6B5,9463144715,Alejandra,Gonzalez,BMI,MCI,UA0420,2,2/21/23
9TU9TA,6875009541,Dustin,Jones,ICT,OAK,UA0214,1,2/21/23
9TU9TA,6875009541,Dustin,Jones,OAK,FLL,UA0161,2,2/21/23
QAOT1T,9527845998,Dan,Parker,STL,LGA,UA0284,1,2/25/23
QAOT1T,9527845998,Dan,Parker,LGA,IAD,UA0360,2,2/21/23
7LT6Q4,6066673809,Stephen,White,RDU,ILM,UA0833,1,2/23/23
7LT6Q4,6066673809,Stephen,White,ILM,AUS,UA0634,2,2/21/23
WL5CA1,8106756642,Doris,Mathews,YUM,BMI,UA0420,1,2/22/23
WL5CA1,8106756642,Doris,Mathews,BMI,LGA,UA0572,2,2/21/23
45P2QS,4174526033,Jorge,Lowery,BMI,CAE,UA0810,1,2/25/23
45P2QS,4174526033,Jorge,Lowery,CAE,LGA,UA0314,2,2/21/23
4RZCS6,8497614774,Margaret,Mcconnell,YUM,TUL,UA0691,1,2/21/23
4RZCS6,8497614774,Margaret,Mcconnell,TUL,AGS,UA0070,2,2/21/23
6PUMC2,6409943580,Cassidy,Bowen,TLH,GSP,UA0031,1,2/22/23
6PUMC2,6409943580,Cassidy,Bowen,GSP,AUS,UA0058,2,2/21/23
6.34E+07,200316577,Emily,Park,RNO,FAR,UA0638,1,2/21/23
6.34E+07,200316577,Emily,Park,FAR,TLH,UA0125,2,2/21/23
UL9ZMD,6288844381,Ronnie,Salinas,MKE,BNA,UA0445,1,2/21/23
UL9ZMD,6288844381,Ronnie,Salinas,BNA,BWI,UA0487,2,2/21/23
KOJOF1,1620398485,David,Burns,YUM,EWR,UA0067,1,2/22/23
KOJOF1,1620398485,David,Burns,EWR,SAV,UA0140,2,2/21/23
AU3C9M,9808505217,Dennis,Foley,FAR,EWR,UA0878,1,2/23/23
AU3C9M,9808505217,Dennis,Foley,EWR,AUS,UA0078,2,2/21/23
T8SQYJ,1299540175,Joseph,Sanders,ATL,BTV,UA0482,1,2/22/23
T8SQYJ,1299540175,Joseph,Sanders,BTV,SFO,UA0954,2,2/21/23
J279FI,5380822201,Stephen,Howell,ALB,MIA,UA0288,1,2/23/23
J279FI,5380822201,Stephen,Howell,MIA,CLT,UA0827,2,2/21/23
JE3I34,6957160655,Gregory,Miller,SMF,ALB,UA0668,1,2/21/23
JE3I34,6957160655,Gregory,Miller,ALB,TLH,UA0539,2,2/21/23
D671XM,8317181026,Eric,Page,LAS,GSP,UA0337,1,2/21/23
D671XM,8317181026,Eric,Page,GSP,MEM,UA0096,2,2/21/23
DZRWLO,64417567,Sonya,Dickson,SBN,CWA,UA0325,1,2/23/23
DZRWLO,64417567,Sonya,Dickson,CWA,TLH,UA0443,2,2/21/23
TUNG9U,2156250153,Cathy,Hardy,ONT,GSP,UA0110,1,2/24/23
TUNG9U,2156250153,Cathy,Hardy,GSP,IAD,UA0409,2,2/21/23
59PKTD,7712151900,Christine,Zimmerman,PDX,JFK,UA0539,1,2/23/23
59PKTD,7712151900,Christine,Zimmerman,JFK,LAS,UA0108,2,2/21/23
KWGWSJ,8767851340,Tammy,Williams,IAD,SBN,UA0151,1,2/24/23
KWGWSJ,8767851340,Tammy,Williams,SBN,HRL,UA0025,2,2/21/23
65PSGR,9180733953,Alexandra,Mercer,BOS,SBN,UA0786,1,2/21/23
65PSGR,9180733953,Alexandra,Mercer,SBN,SJC,UA0930,2,2/21/23
UNU7G6,3738989975,Sandra,Jones,GRR,ONT,UA0681,1,2/24/23
UNU7G6,3738989975,Sandra,Jones,ONT,RNO,UA0089,2,2/21/23
060LGB,8095349974,Richard,Smith,ORF,LAX,UA0676,1,2/21/23
060LGB,8095349974,Richard,Smith,LAX,GRB,UA0868,2,2/21/23
QVCRPP,5004791588,Lori,Fuller,PHX,MHT,UA0660,1,2/25/23
QVCRPP,5004791588,Lori,Fuller,MHT,EVV,UA0208,2,2/21/23
24TSJA,593477960,Leslie,Perkins,OMA,PSP,UA0870,1,2/24/23
24TSJA,593477960,Leslie,Perkins,PSP,DFW,UA0397,2,2/21/23
NTCL0S,6972618087,Kathy,Anderson,DCA,CLT,UA0313,1,2/22/23
NTCL0S,6972618087,Kathy,Anderson,CLT,ILM,UA0705,2,2/21/23
O5C4UD,4302664355,Rachel,Carr,BNA,RNO,UA0979,1,2/25/23
O5C4UD,4302664355,Rachel,Carr,RNO,BMI,UA0847,2,2/21/23
34XSJP,1503820562,Tami,Kramer,JAX,BOS,UA0593,1,2/23/23
34XSJP,1503820562,Tami,Kramer,BOS,JAN,UA0716,2,2/21/23
ENFDL4,5855578880,Stanley,Leon,DEN,JAX,UA0147,1,2/21/23
ENFDL4,5855578880,Stanley,Leon,JAX,SFO,UA0081,2,2/21/23
4TYA3E,5160933764,Michael,Mack,RIC,MIA,UA0283,1,2/25/23
4TYA3E,5160933764,Michael,Mack,MIA,RIC,UA0791,2,2/21/23
TZFK3A,4424588469,Lynn,Allen,BWI,BMI,UA0852,1,2/24/23
TZFK3A,4424588469,Lynn,Allen,BMI,HSV,UA0627,2,2/21/23
06AEVG,7569637873,Kimberly,Clements,CWA,MKE,UA0523,1,2/22/23
06AEVG,7569637873,Kimberly,Clements,MKE,PSP,UA0549,2,2/21/23
ZDWEEZ,6633826596,Rose,Bryant,MKE,BUF,UA0137,1,2/22/23
ZDWEEZ,6633826596,Rose,Bryant,BUF,HRL,UA0455,2,2/21/23
OF96PD,8758809725,Jerry,Wilson,ECP,BHM,UA0060,1,2/25/23
OF96PD,8758809725,Jerry,Wilson,BHM,SAN,UA0338,2,2/21/23
7FKFEU,9503043963,Patrick,Gordon,TPA,BOS,UA0938,1,2/23/23
7FKFEU,9503043963,Patrick,Gordon,BOS,FWA,UA0239,2,2/21/23
RTRC68,5717853244,Deborah,Robertson,STL,GRR,UA0930,1,2/23/23
RTRC68,5717853244,Deborah,Robertson,GRR,BMI,UA0300,2,2/21/23
TM5QRH,3615630059,Timothy,Summers,TUL,CLE,UA0333,1,2/21/23
TM5QRH,3615630059,Timothy,Summers,CLE,PHX,UA0682,2,2/21/23
